y4_hhid,qx_type,interview_status,PID,hhmember,baselinemember,baselinemembercount,individualmover,moverbasehh,id_code,hh_b03,hh_b04,hh_b05a,hh_b05b,hh_b05_2,hh_b05_2_1,hh_b06a,hh_b06b,hh_b06_1,hh_b06_2,hh_b06_4,hh_b06_5b,hh_b07,hh_b08,hh_b09,hh_b10a,hh_b10b,hh_b10_oth,hh_b11,hh_b12,hh_b13,hh_b13_oth,hh_b14,hh_b15a,hh_b15b,hh_b15b_oth,hh_b16a,hh_b16b,hh_b17,hh_b18,hh_b19a,hh_b19b,hh_b20,hh_b21,hh_b22,hh_b22_oth,hh_b23,hh_b24,hh_b24_1,hh_b24_1_oth,hh_b24_2,hh_b25,hh_b26a,hh_b26b,hh_b26c,hh_b26d,hh_b26e,hh_b26f,hh_b26g,hh_b26h,hh_b27,hh_b28,hhsize
1085-003,2,2,161202,1,1,3,0,.,2,2,2,32,,,,9,1987,3,1,2,,0,7,1,,,,2,5,2,,6,103,,,98,,10,3,97,,,10,,,3,1,1,,3,1,1,2016,,,,,,,,,5
1085-003,2,2,161200109,1,1,3,0,.,3,2,3,6,,2,,2,2013,9,1,,,0,7,1,,,,1,,,,,,,,1,1,,1,1,2,,4,,,,,,,,,,,,,,,,,,,5
1085-003,2,2,4108500304,1,0,3,0,.,4,2,3,9,,2,,8,2009,99,1,2,,0,7,3,206,,,2,1,2,,3,206,,,1,1,,3,97,,,1,,,,,,,,,,,,,,,,,,,5
1085-003,2,2,4108500305,1,0,3,0,.,5,2,3,1,4,1,2,12,2017,99,1,,,0,7,1,,,,1,,,,,,,,1,1,,3,1,2,,4,,,,,,,,,,,,,,,,,,,5
1086-001,2,2,161402,1,1,2,0,.,1,2,1,35,,,,6,1983,1,1,1,1,0,7,1,,,,1,,,,,,,,97,,,2,97,,,1,1,,3,1,2,,2,1,4,2018,,,,,,,,,3
1086-001,2,2,3081700103,1,1,2,0,.,3,2,3,4,4,1,1,3,2015,3,1,,,0,7,2,,,,1,,,,,,,,1,4,,1,1,1,,1,,,,,,,,,,,,,,,,,,,3
1086-001,2,2,4108600104,1,0,2,0,.,4,1,2,36,,,,6,1982,99,1,1,1,0,7,3,205,,,2,1,4,,3,205,,,97,,,3,97,,,2,,,4,1,2,,3,1,1,2018,,,,,,,,,3
1087-001,2,2,161601,1,1,1,0,.,1,1,1,38,,,,12,1980,1,1,1,1,0,7,3,303,,,2,5,9,,3,303,,,98,,0,10,97,,,1,1,,3,1,2,,3,1,7,2014,,,,,,,,,4
1087-001,2,2,4108700107,1,0,1,0,.,7,2,2,25,,,,7,1994,99,1,2,,0,7,3,209,,,2,4,4,,3,209,,,98,,10,1,97,,,1,,,3,1,2,,3,1,1,2014,,,,,,,,,4
1087-001,2,2,4108700108,1,0,1,0,.,8,2,3,5,1,2,,2,2014,99,1,,,0,7,3,209,,,1,,,,,,,,1,1,,4,1,7,,3,,,,,,,,,,,,,,,,,,,4
1087-001,2,2,4108700109,1,0,1,0,.,9,1,3,0,8,1,1,8,2018,99,1,,,0,7,1,,,,1,,,,,,,,1,1,,4,1,7,,3,,,,,,,,,,,,,,,,,,,4
1088-001,2,2,161600601,1,1,2,0,.,1,1,2,78,,,,4,1940,1,1,2,,0,7,1,,,,1,,,,,,,,98,,0,1,98,,0,1,,,3,1,1,,1,1,2,1958,,,,,,,,,2
1088-001,2,2,161600602,1,1,2,0,.,2,2,1,76,,,,7,1942,2,1,2,,0,7,1,,,,1,,,,,,,,98,,0,1,98,,0,1,1,,3,1,1,,1,1,1,1958,,,,,,,,,2
1089-002,2,4,161602,1,1,5,1,1087-001,1,2,1,41,,,,5,1978,2,1,2,,0,7,1,,,,2,3,6,,2,,,,97,,,1,97,,,1,1,,3,3,,,,,,,,,,,,,,,6
1089-002,2,4,161603,1,1,5,1,1087-002,2,1,3,15,,,,12,2003,3,1,2,,12,7,1,,,,2,3,1,,2,,,,97,,,4,1,1,,1,,,3,6,,,,,,,,,,,,,,,6
1089-002,2,4,4108900203,1,0,5,0,.,3,2,3,13,,,,1,2006,99,1,2,,12,7,1,,,,2,3,1,,2,,,,97,,,4,1,1,,1,,,3,6,,,,,,,,,,,,,,,6
1089-002,2,4,161605,1,1,5,1,1087-003,4,1,3,11,,2,,7,2008,5,1,2,,0,7,2,,,,1,,,,,,,,97,,,4,1,1,,1,,,,,,,,,,,,,,,,,,,6
1089-002,2,4,161600604,1,1,5,0,.,5,2,5,7,,2,,4,2012,4,2,,,0,7,2,,,,1,,,,,,,,97,,,4,97,,,1,,,,,,,,,,,,,,,,,,,6
1089-002,2,4,3081900304,1,1,5,0,.,6,2,5,5,1,2,,7,2014,6,2,,,0,7,4,,,,1,,,,,,,,97,,,4,97,,,1,,,,,,,,,,,,,,,,,,,6
1089-003,2,4,4108900301,1,0,1,0,.,1,1,1,41,,,,8,1978,99,2,1,2,0,7,3,209,,,2,7,10,,3,209,,,99,,,1,98,,9,3,1,,3,1,2,,3,1,2,2019,,,,,,,,,2
1089-003,2,4,161606,1,1,1,0,.,2,2,2,22,,,,10,1996,3,2,1,1,11,7,2,,,,2,0,4,,2,,,,98,,1,10,97,,,1,,,3,1,2,,3,1,1,2019,,,,,,,,,2
1089-005,2,2,3081900301,1,1,1,0,.,1,1,1,30,,,,5,1989,5,1,1,1,0,7,3,208,,,2,0,6,,2,,,,98,,6,1,97,,,1,1,,3,1,1,,3,1,2,2018,,,,,,,,,2
1089-005,2,2,4108900502,1,0,1,0,.,2,2,2,28,,,,4,1991,99,1,1,1,0,7,4,,,,2,0,4,,2,,,,97,,,1,97,,,1,,,3,1,1,,3,1,1,2018,,,,,,,,,2
1090-001,2,2,161801,1,1,6,0,.,1,1,1,60,,,,1,1959,1,1,1,1,0,7,3,209,,,2,27,4,,3,209,,,98,,37,1,98,,52,1,1,,3,1,2,,3,1,2,1992,,,,,,,,,6
1090-001,2,2,161802,1,1,6,0,.,2,2,2,57,,,,3,1962,2,1,2,,0,7,1,,,,1,,,,,,,,98,,38,10,98,,38,10,,,3,1,2,,2,1,1,1992,,,,,,,,,6
1090-001,2,2,161805,1,1,6,0,.,3,2,3,16,,,,1,2003,5,1,2,,0,7,1,,,,1,,,,,,,,1,1,,1,1,2,,1,,,3,6,,,,,,,,,,,,,,,6
1090-001,2,2,161806,1,1,6,0,.,4,2,3,13,,,,2,2006,6,1,2,,0,7,1,,,,1,,,,,,,,1,1,,1,1,2,,1,,,3,6,,,,,,,,,,,,,,,6
1090-001,2,2,161807,1,1,6,0,.,5,2,3,10,,2,,3,2009,7,1,2,,0,7,1,,,,1,,,,,,,,1,1,,1,1,2,,1,,,,,,,,,,,,,,,,,,,6
1090-001,2,2,161800112,1,1,6,0,.,6,2,3,9,,2,,3,2010,12,1,,,0,7,1,,,,1,,,,,,,,1,1,,1,1,2,,1,,,,,,,,,,,,,,,,,,,6
1091-008,2,2,161808,1,1,3,0,.,2,2,1,31,,,,5,1988,8,1,1,1,0,7,1,,,,1,,,,,,,,98,,3,1,97,,,1,1,,3,4,,,,,,,,,,,,,,,3
1091-008,2,2,161800111,1,1,3,0,.,3,2,3,10,,2,,1,2009,11,1,2,,1,7,2,,,,1,,,,,,,,97,,,1,1,2,,2,,,,,,,,,,,,,,,,,,,3
1091-008,2,2,161800109,1,1,3,0,.,4,2,3,6,,2,,1,2013,9,1,,,1,7,2,,,,1,,,,,,,,97,,,1,1,2,,2,,,,,,,,,,,,,,,,,,,3
1091-012,2,2,3082000801,1,1,1,0,.,1,1,1,40,,,,5,1979,12,1,1,1,0,7,3,202,,,2,9,9,,3,202,,,98,,1,2,98,,35,1,1,,3,1,2,,3,1,2,1999,,,,,,,,,6
1091-012,2,2,4109101202,1,0,1,0,.,2,2,2,37,,,,8,1982,99,1,1,1,0,7,3,202,,,2,9,4,,3,202,,,97,,,1,98,,10,1,,,3,1,2,,3,1,1,1999,,,,,,,,,6
1091-012,2,2,4109101203,1,0,1,0,.,3,2,3,17,,,,11,2002,99,1,2,,0,7,3,202,,,2,9,1,,3,202,,,1,1,,3,1,2,,2,,,3,6,,,,,,,,,,,,,,,6
1091-012,2,2,4109101205,1,0,1,0,.,5,2,3,13,,,,8,2005,99,1,2,,0,7,3,202,,,2,9,1,,3,202,,,1,1,,3,1,2,,2,,,3,6,,,,,,,,,,,,,,,6
1091-012,2,2,4109101206,1,0,1,0,.,6,2,3,6,,1,2,6,2013,99,1,,,0,7,1,,,,1,,,,,,,,1,1,,3,1,2,,2,,,,,,,,,,,,,,,,,,,6
1091-012,2,2,4109101207,1,0,1,0,.,7,2,5,28,,,,4,1991,99,1,2,,0,7,3,202,,,1,,,,,,,,97,,,1,97,,,1,,,3,6,,,,,,,,,,,,,,,6
1092-010,2,2,161800110,1,1,6,0,.,1,1,1,44,,,,1,1975,10,1,1,1,0,7,1,,,,1,,,,,,,,97,,,1,97,,,2,3,,4,1,2,,1,1,2,1995,,,,,,,,,6
1092-010,2,2,3082001002,1,1,6,0,.,2,2,2,42,,,,10,1977,13,1,2,,0,7,1,,,,1,,,,,,,,98,,35,1,97,,,1,,,4,1,2,,3,1,1,1995,,,,,,,,,6
1092-010,2,2,3082001003,1,1,6,0,.,3,2,3,22,,,,2,1997,12,1,2,,0,7,1,,,,1,,,,,,,,1,1,,2,1,2,,1,,,4,6,,,,,,,,,,,,,,,6
1092-010,2,2,3082001005,1,1,6,0,.,5,2,3,16,,,,4,2003,14,1,2,,0,7,1,,,,1,,,,,,,,1,1,,1,1,2,,1,,,4,6,,,,,,,,,,,,,,,6
1092-010,2,2,3082001006,1,1,6,0,.,6,1,3,11,,2,,5,2008,11,1,2,,0,7,1,,,,1,,,,,,,,1,1,,1,1,2,,1,,,,,,,,,,,,,,,,,,,6
1092-010,2,2,3082001007,1,1,6,0,.,7,1,3,7,,2,,12,2012,16,1,,,0,7,1,,,,1,,,,,,,,1,1,,1,1,2,,1,,,,,,,,,,,,,,,,,,,6
1093-002,2,2,162002,1,1,5,0,.,2,2,1,52,,,,4,1967,2,1,2,,0,7,6,302,,,2,31,4,,6,302,,,97,,,1,98,,50,1,,,4,1,2,,3,2,,,,,,,,,2,,5
1093-002,2,2,162004,1,1,5,0,.,4,2,3,29,,,,4,1990,4,1,1,1,0,7,1,,,,1,,,,,,,,1,1,,1,1,2,,1,,,3,6,,,,,,,,,,,,,,,5
1093-002,2,2,162000106,1,1,5,0,.,6,1,4,14,,,,7,2004,6,1,2,,0,7,1,,,,1,,,,,,,,97,,,1,97,,,1,,,3,6,,,,,,,,,,,,,,,5
1093-002,2,2,162000107,1,1,5,0,.,7,2,4,12,,2,,6,2007,7,1,2,,0,7,1,,,,1,,,,,,,,97,,,1,97,,,1,,,3,6,,,,,,,,,,,,,,,5
1093-002,2,2,3082100109,1,1,5,0,.,8,2,4,3,4,1,1,8,2016,8,1,,,0,7,1,,,,1,,,,,,,,97,,,2,97,,,1,,,,,,,,,,,,,,,,,,,5
1093-003,2,4,4109300301,1,0,1,0,.,1,1,1,39,,,,2,1980,99,1,1,1,0,7,3,304,,,1,,,,,,,,97,,,1,98,,30,1,1,,3,1,1,,3,1,2,2009,,,,,,,,,9
1093-003,2,4,4109300302,1,0,1,0,.,2,2,2,35,,,,3,1984,99,1,2,,0,7,3,209,,,1,,,,,,,,98,,35,1,97,,,1,,,3,1,1,,2,1,1,2009,,,,,,,,,9
1093-003,2,4,162003,1,1,1,0,.,3,2,3,20,,,,12,1998,3,1,2,,3,7,3,209,,,1,,,,,,,,97,,,1,1,2,,1,,,3,4,,,,,,,,,,,,,,,9
1093-003,2,4,4109300304,1,0,1,0,.,4,2,3,12,,1,2,6,2007,99,1,2,,0,0,3,209,,,1,,,,,,,,97,,,1,1,2,,1,,,4,6,,,,,,,,,,,,,,,9
1093-003,2,4,4109300305,1,0,1,0,.,5,1,3,9,,1,2,3,2010,99,1,,,0,7,3,209,,,1,,,,,,,,1,1,,3,1,2,,1,,,,,,,,,,,,,,,,,,,9
1093-003,2,4,4109300306,1,0,1,0,.,6,2,3,7,,1,2,3,2012,99,1,,,0,7,3,209,,,1,,,,,,,,1,1,,3,1,2,,1,,,,,,,,,,,,,,,,,,,9
1093-003,2,4,4109300307,1,0,1,0,.,7,2,3,4,5,1,2,5,2015,99,1,,,0,7,3,209,,,1,,,,,,,,1,1,,3,1,2,,1,,,,,,,,,,,,,,,,,,,9
1093-003,2,4,4109300308,1,0,1,0,.,8,1,3,1,2,1,1,8,2018,99,1,,,0,7,1,,,,1,,,,,,,,1,1,,3,1,2,,1,,,,,,,,,,,,,,,,,,,9
1093-003,2,4,4109300309,1,0,1,0,.,9,1,4,3,3,1,2,7,2016,99,1,,,0,7,1,,,,1,,,,,,,,97,,,1,1,3,,1,,,,,,,,,,,,,,,,,,,9
1094-008,2,4,162000108,1,1,3,0,.,1,1,1,24,,,,11,1994,8,1,1,1,0,7,1,,,,1,,,,,,,,98,,23,3,97,,,1,1,,3,1,1,,2,1,2,2013,,,,,,,,,4
1094-008,2,4,3082100802,1,1,3,0,.,2,2,2,22,,,,10,1996,10,1,2,,0,7,2,,,,2,6,4,,2,,,,97,,,4,97,,,1,,,3,1,2,,3,1,1,2013,,,,,,,,,4
1094-008,2,4,3082100803,1,1,3,0,.,3,1,3,5,1,1,2,8,2014,9,1,,,0,0,1,,,,1,,,,,,,,1,1,,3,1,2,,1,,,,,,,,,,,,,,,,,,,4
1094-008,2,4,4109400804,1,0,3,0,.,4,1,3,1,4,1,1,3,2018,99,1,,,0,7,1,,,,1,,,,,,,,1,1,,3,1,2,,1,,,,,,,,,,,,,,,,,,,4
1095-002,2,2,162202,1,1,1,0,.,1,1,1,21,,,,10,1997,2,1,1,2,0,7,4,,,,2,1,9,,5,,,,97,,,1,97,,,4,1,,3,6,,,,,,,,,,,,,,,2
1095-002,2,2,4109500202,1,0,1,0,.,2,1,12,22,,,,1,1997,99,1,1,2,0,7,4,,,,2,1,9,,5,,,,97,,,1,97,,,1,,,3,1,2,,3,2,,,,,,,,,1,1,2
1095-003,2,2,4109500301,1,0,1,0,.,1,1,1,49,,,,12,1969,99,1,1,2,0,7,6,315,,,2,9,8,,5,,,,97,,,1,98,,27,1,1,,3,1,1,,3,1,2,1993,,,,,,,,,7
1095-003,2,2,4109500302,1,0,1,0,.,2,2,2,38,,,,11,1981,99,1,2,,0,7,3,313,,,2,8,4,,5,,,,98,,5,1,98,,20,1,,,3,1,1,,3,1,1,2001,,,,,,,,,7
1095-003,2,2,162200203,1,1,1,0,.,3,1,3,20,,,,10,1999,3,1,2,,0,7,4,,,,1,,,,,,,,1,1,,4,97,,,1,,,3,6,,,,,,,,,,,,,,,7
1095-003,2,2,4109500304,1,0,1,0,.,4,1,3,16,,,,1,2003,99,1,2,,0,7,4,,,,1,,,,,,,,1,1,,4,97,,,1,,,3,6,,,,,,,,,,,,,,,7
1095-003,2,2,4109500305,1,0,1,0,.,5,2,3,12,,2,,9,2006,99,1,2,,0,7,4,,,,1,,,,,,,,1,1,,4,97,,,1,,,3,6,,,,,,,,,,,,,,,7
1095-003,2,2,4109500306,1,0,1,0,.,6,1,3,9,,2,,1,2010,99,1,,,0,7,4,,,,1,,,,,,,,97,,,1,1,2,,2,,,,,,,,,,,,,,,,,,,7
1095-003,2,2,4109500307,1,0,1,0,.,7,2,3,0,8,1,2,7,2018,99,1,,,0,7,4,,,,1,,,,,,,,1,1,,4,1,2,,2,,,,,,,,,,,,,,,,,,,7
1095-004,2,2,3082200201,1,1,1,0,.,1,2,2,24,,,,4,1994,4,1,1,1,1,7,3,208,,,2,1,4,,2,,,,97,,,2,97,,,3,,,3,1,1,,3,1,5,2018,,,,,,,,,3
1095-004,2,2,4109500405,1,0,1,0,.,5,1,1,25,,,,2,1993,99,1,1,2,0,7,3,305,,,2,1,4,,5,,,,98,,20,4,97,,,1,1,,3,1,1,,2,1,1,2018,,,,,,,,,3
1095-004,2,2,4109500406,1,0,1,0,.,6,2,3,0,7,2,,1,2018,99,1,,,0,7,5,,,,1,,,,,,,,1,5,,3,1,1,,3,,,,,,,,,,,,,,,,,,,3
1096-005,2,2,162200305,1,1,4,0,.,1,2,1,34,,,,3,1985,5,1,1,1,0,7,3,308,,,1,,,,,,,,97,,,1,97,,,1,1,,4,1,2,,3,2,,,,,,,,,2,,5
1096-005,2,2,3082300502,1,1,4,0,.,2,2,3,12,,2,,8,2006,8,1,2,,0,7,3,301,,,1,,,,,,,,97,,,4,1,1,,2,,,4,6,,,,,,,,,,,,,,,5
1096-005,2,2,162200306,1,1,4,0,.,3,2,3,11,,1,2,6,2007,6,1,2,,0,7,3,301,,,1,,,,,,,,97,,,1,1,1,,2,,,,,,,,,,,,,,,,,,,5
1096-005,2,2,162200307,1,1,4,0,.,4,1,3,10,,1,1,5,2009,7,1,2,,0,7,2,,,,1,,,,,,,,97,,,4,1,1,,2,,,,,,,,,,,,,,,,,,,5
1096-005,2,2,4109600505,1,0,4,0,.,5,1,7,26,,,,2,1993,99,1,2,,0,7,3,308,,,1,,,,,,,,97,,,1,97,,,1,,,3,6,,,,,,,,,,,,,,,5
1097-001,2,2,162601,1,1,5,0,.,1,1,1,33,,,,3,1986,1,1,1,1,0,7,1,,,,1,,,,,,,,98,,0,10,98,,0,10,1,,3,1,1,,2,1,2,2009,,,,,,,,,5
1097-001,2,2,162602,1,1,5,0,.,2,2,2,27,,,,8,1991,2,1,2,,12,7,3,314,,,2,9,4,,3,314,,,97,,,1,97,,,1,,,3,1,1,,3,1,1,2010,,,,,,,,,5
1097-001,2,2,162600103,1,1,5,0,.,3,1,3,8,,2,,11,2010,3,1,,,12,7,1,,,,1,,,,,,,,1,1,,1,1,2,,1,,,,,,,,,,,,,,,,,,,5
1097-001,2,2,3082400104,1,1,5,0,.,4,2,3,4,3,2,,3,2015,5,2,,,12,7,1,,,,1,,,,,,,,1,1,,1,1,2,,1,,,,,,,,,,,,,,,,,,,5
1097-001,2,2,162600104,1,1,5,0,.,5,2,3,15,,,,4,2003,4,2,2,,12,7,1,,,,1,,,,,,,,97,,,1,97,,,1,,,3,6,,,,,,,,,,,,,,,5
1098-001,2,2,162603,1,1,3,0,.,1,1,1,29,,,,1,1990,1,1,1,1,0,7,3,314,,,2,13,3,,3,303,,,98,,10,1,98,,13,1,1,,3,1,2,,3,1,2,2012,,,,,,,,,4
1098-001,2,2,162600302,1,1,3,0,.,2,2,2,26,,,,11,1993,2,1,1,1,0,7,3,209,,,1,,,,,,,,98,,5,10,97,,,10,,,3,1,2,,3,1,1,2012,,,,,,,,,4
1098-001,2,2,3082500104,1,1,3,0,.,4,2,3,4,8,1,2,8,2014,5,1,,,0,7,1,,,,1,,,,,,,,1,1,,4,1,2,,2,,,,,,,,,,,,,,,,,,,4
1098-001,2,2,4109800106,1,0,3,0,.,6,2,3,0,6,2,,11,2018,99,1,,,0,7,1,,,,1,,,,,,,,1,1,,4,1,2,,2,,,,,,,,,,,,,,,,,,,4
1098-003,2,2,162600303,1,1,1,0,.,1,1,1,22,,,,9,1996,3,1,2,,0,7,4,,,,1,,,,,,,,97,,,1,97,,,1,1,,3,1,2,,3,1,2,2017,,,,,,,,,3
1098-003,2,2,4109800302,1,0,1,0,.,2,2,2,18,,,,10,2000,99,1,2,,0,7,2,,,,1,,,,,,,,97,,,1,97,,,1,,,3,1,2,,2,1,1,2017,,,,,,,,,3
1098-003,2,2,4109800303,1,0,1,0,.,3,1,3,1,4,2,,3,2018,99,1,,,0,7,2,,,,1,,,,,,,,1,1,,1,1,2,,1,,,,,,,,,,,,,,,,,,,3
1099-001,2,2,162801,1,1,4,0,.,1,2,1,61,,,,12,1958,1,1,1,1,0,2,2,,,,1,,,,,,,,98,,26,3,98,,48,1,1,,3,5,,,,,,,,,,,,,,,4
1099-001,2,2,162802,1,1,4,0,.,2,1,2,34,,,,2,1985,2,1,2,,0,7,2,,,,1,,,,,,,,98,,12,2,1,1,,1,,,3,6,,,,,,,,,,,,,,,4
1099-001,2,2,162800103,1,1,4,0,.,3,2,3,29,,,,10,1990,3,1,1,1,0,2,2,,,,1,,,,,,,,98,,7,2,1,1,,1,,,3,6,,,,,,,,,,,,,,,4
1099-001,2,2,3082600104,1,1,4,0,.,4,1,5,23,,,,1,1996,5,1,1,1,0,7,2,,,,1,,,,,,,,97,,,1,97,,,1,,,3,6,,,,,,,,,,,,,,,4
1099-004,2,4,4109900401,1,0,1,0,.,1,1,1,45,,,,1,1974,99,2,1,1,1,7,2,,,,1,,,,,,,,98,,5,10,98,,10,10,3,,4,1,2,,3,1,2,2016,,,,,,,,,7
1099-004,2,4,4109900402,1,0,1,0,.,2,2,2,33,,,,1,1986,99,2,1,1,0,7,2,,,,1,,,,,,,,98,,10,1,98,,13,1,,,3,1,2,,3,1,1,2016,,,,,,,,,7
1099-004,2,4,3082600105,1,1,1,0,.,3,1,9,27,,,,1,1992,4,1,2,,5,0,2,,,,1,,,,,,,,98,,2,1,98,,8,1,,,3,6,,,,,,,,,,,,,,,7
1099-004,2,4,4109900404,1,0,1,0,.,4,2,3,12,,2,,1,2007,99,2,2,,0,7,2,,,,1,,,,,,,,98,,2,4,1,2,,2,,,3,6,,,,,,,,,,,,,,,7
1099-004,2,4,4109900405,1,0,1,0,.,5,2,3,9,,2,,5,2010,99,2,,,0,7,2,,,,1,,,,,,,,97,,,1,1,2,,2,,,,,,,,,,,,,,,,,,,7
1099-004,2,4,4109900406,1,0,1,0,.,6,2,3,6,,2,,5,2013,99,2,,,0,7,2,,,,1,,,,,,,,97,,,1,1,2,,2,,,,,,,,,,,,,,,,,,,7
1099-004,2,4,4109900407,1,0,1,0,.,7,2,3,1,11,2,,1,2018,99,2,,,0,7,1,,,,1,,,,,,,,1,1,,4,1,2,,4,,,,,,,,,,,,,,,,,,,7
1100-001,2,2,163000201,1,1,9,0,.,1,1,1,62,,,,1,1957,1,1,1,1,0,7,3,307,,,2,35,3,,3,307,,,98,,32,10,98,,32,10,5,,3,1,2,,3,1,2,1981,,,,,,,,,10
1100-001,2,2,163000202,1,1,9,0,.,2,2,2,53,,,,5,1966,2,1,1,1,0,7,3,307,,,2,30,2,,3,307,,,98,,21,10,97,,,2,,,3,1,2,,2,1,1,1981,,,,,,,,,10
1100-001,2,2,163000203,1,1,9,0,.,3,2,3,31,,,,7,1987,3,1,1,1,0,7,1,,,,1,,,,,,,,1,1,,3,1,2,,1,,,3,3,,,,,,,,,,,,,,,10
1100-001,2,2,163000206,1,1,9,0,.,6,2,4,12,,2,,9,2006,6,1,2,,0,7,1,,,,1,,,,,,,,97,,,3,1,3,,3,,,3,6,,,,,,,,,,,,,,,10
1100-001,2,2,163000207,1,1,9,0,.,7,1,4,10,,2,,8,2008,7,1,2,,0,7,1,,,,1,,,,,,,,97,,,3,1,3,,3,,,,,,,,,,,,,,,,,,,10
1100-001,2,2,163000208,1,1,9,0,.,8,1,4,8,,2,,12,2010,8,1,,,0,7,1,,,,1,,,,,,,,97,,,4,97,,,1,,,,,,,,,,,,,,,,,,,10
1100-001,2,2,163000210,1,1,9,0,.,10,1,3,28,,,,7,1990,10,1,1,1,0,7,1,,,,1,,,,,,,,1,1,,3,1,2,,1,,,3,6,,,,,,,,,,,,,,,10
1100-001,2,2,3082700111,1,1,9,0,.,11,1,5,23,,,,4,1996,12,1,2,,0,7,1,,,,1,,,,,,,,97,,,10,97,,,1,,,3,6,,,,,,,,,,,,,,,10
1100-001,2,2,3082700112,1,1,9,0,.,12,2,5,20,,,,1,1999,11,1,2,,0,7,1,,,,1,,,,,,,,97,,,10,97,,,1,,,3,6,,,,,,,,,,,,,,,10
1100-001,2,2,4110000113,1,0,9,0,.,13,2,4,3,6,2,,6,2016,99,1,,,0,7,1,,,,1,,,,,,,,97,,,3,97,,,10,,,,,,,,,,,,,,,,,,,10
1100-004,2,4,163000204,1,1,1,0,.,1,1,1,26,,,,2,1993,4,1,1,1,0,7,3,210,,,2,4,9,,3,210,,,97,,,10,97,,,1,1,,3,6,,,,,,,,,,,,,,,1
1101-001,2,2,163201,1,1,4,0,.,1,1,1,38,,,,1,1981,1,1,1,1,0,7,3,311,,,2,17,9,,3,210,,,98,,25,4,98,,27,1,8,,3,1,1,,2,1,2,2006,,,,,,,,,4
1101-001,2,2,163202,1,1,4,0,.,2,2,2,30,,,,1,1989,2,1,1,1,0,7,1,,,,1,,,,,,,,98,,23,6,97,,,2,,,3,1,1,,3,1,1,2006,,,,,,,,,4
1101-001,2,2,163203,1,1,4,0,.,3,1,3,12,,2,,12,2006,3,1,2,,0,7,1,,,,1,,,,,,,,1,1,,4,1,2,,3,,,3,6,,,,,,,,,,,,,,,4
1101-001,2,2,163200104,1,1,4,0,.,4,1,3,7,,2,,3,2012,4,1,,,0,7,1,,,,1,,,,,,,,1,1,,4,1,2,,4,,,,,,,,,,,,,,,,,,,4
1101-005,2,2,4110100501,1,0,1,0,.,1,1,1,43,,,,1,1976,99,1,1,1,0,7,2,,,,1,,,,,,,,98,,35,1,98,,37,1,8,,3,1,1,,1,1,2,2002,,,,,,,,,6
1101-005,2,2,4110100502,1,0,1,0,.,2,2,2,31,,,,1,1988,99,1,2,,0,7,2,,,,1,,,,,,,,98,,12,1,97,,,1,,,3,1,1,,1,1,1,2002,,,,,,,,,6
1101-005,2,2,3082800105,1,1,1,0,.,3,2,3,16,,,,1,2003,5,1,2,,0,7,2,,,,1,,,,,,,,1,1,,4,1,2,,1,,,3,6,,,,,,,,,,,,,,,6
1101-005,2,2,4110100504,1,0,1,0,.,4,2,3,14,,,,5,2005,99,1,2,,0,7,2,,,,1,,,,,,,,1,1,,4,1,2,,1,,,3,6,,,,,,,,,,,,,,,6
1101-005,2,2,4110100505,1,0,1,0,.,5,2,3,12,,1,1,9,2007,99,1,2,,0,7,2,,,,1,,,,,,,,1,1,,4,1,2,,1,,,3,6,,,,,,,,,,,,,,,6
1101-005,2,2,4110100506,1,0,1,0,.,6,1,3,8,,1,1,5,2011,99,1,,,0,7,2,,,,1,,,,,,,,1,1,,4,1,2,,1,,,,,,,,,,,,,,,,,,,6
1102-005,2,2,163205,1,1,1,0,.,1,1,1,31,,,,3,1988,5,1,1,1,0,7,3,311,,,2,15,2,,3,311,,,98,,27,4,97,,,10,8,,3,1,3,NONE,2,1,3,2017,,,,,,,,,3
1102-005,2,2,4110200503,1,0,1,0,.,3,2,2,28,,,,5,1991,99,1,2,,0,7,3,208,,,2,22,1,,3,208,,,97,,,2,97,,,2,,,3,1,3,NONE,2,1,1,2017,,,,,,,,,3
1102-005,2,2,4110200504,1,0,1,0,.,4,1,3,1,8,1,1,10,2017,99,1,,,0,7,1,,,,1,,,,,,,,1,1,,4,1,3,,2,,,,,,,,,,,,,,,,,,,3
1102-006,2,2,163200106,1,1,1,0,.,1,1,1,29,,,,10,1989,6,1,1,1,0,7,3,311,,,2,7,9,,3,311,,,97,,,3,97,,,1,8,,3,6,,,,,,,,,,,,,,,1
1103-001,2,2,163204,1,1,1,0,.,1,1,1,34,,,,12,1984,1,1,1,1,0,7,3,210,,,2,25,3,,3,311,,,98,,23,4,98,,28,1,8,,3,1,1,,2,1,4,2007,,,,,,,,,4
1103-001,2,2,4110300104,1,0,1,0,.,4,2,2,28,,,,7,1990,99,1,1,1,8,7,3,203,,,2,21,2,,3,203,,,97,,,10,98,,3,10,,,3,1,1,,3,1,1,2006,,,,,,,,,4
1103-001,2,2,4110300105,1,0,1,0,.,5,2,3,6,,1,1,1,2013,99,2,,,11,7,3,203,,,2,0,1,,3,209,,,97,,,1,1,4,,1,,,,,,,,,,,,,,,,,,,4
1103-001,2,2,4110300106,1,0,1,0,.,6,2,3,5,1,2,,9,2014,99,2,,,11,7,3,203,,,2,0,1,,3,203,,,97,,,1,1,4,,1,,,,,,,,,,,,,,,,,,,4
