y4_hhid,qx_type,interview_status,PID,hhmember,baselinemember,baselinemembercount,individualmover,moverbasehh,id_code,hh_b03,hh_b04,hh_b05a,hh_b05b,hh_b05_2,hh_b05_2_1,hh_b06a,hh_b06b,hh_b06_1,hh_b06_2,hh_b06_4,hh_b06_5b,hh_b07,hh_b08,hh_b09,hh_b10a,hh_b10b,hh_b10_oth,hh_b11,hh_b12,hh_b13,hh_b13_oth,hh_b14,hh_b15a,hh_b15b,hh_b15b_oth,hh_b16a,hh_b16b,hh_b17,hh_b18,hh_b19a,hh_b19b,hh_b20,hh_b21,hh_b22,hh_b22_oth,hh_b23,hh_b24,hh_b24_1,hh_b24_1_oth,hh_b24_2,hh_b25,hh_b26a,hh_b26b,hh_b26c,hh_b26d,hh_b26e,hh_b26f,hh_b26g,hh_b26h,hh_b27,hh_b28,hhsize
0550-004,1,1,4055000406,1,0,1,0,.,6,2,4,2,2,2,,5,2017,99,1,,,0,7,1,,,,1,,,,,,,,97,,,1,1,2,,1,,,,,,,,,,,,,,,,,,,6
0551-001,2,4,109601,1,1,3,0,.,1,1,1,41,,,,6,1978,1,1,1,1,3,0,3,314,,,2,3,8,,5,,,,98,,30,7,97,,,7,14,,3,1,2,,3,1,2,2002,,,,,,,,,5
0551-001,2,4,4055100102,1,0,3,0,.,2,2,2,38,,,,2,1981,99,1,1,1,3,7,3,308,,,1,,,,,,,,98,,18,4,98,,19,4,,,3,1,1,,3,1,1,2002,,,,,,,,,5
0551-001,2,4,109606,1,1,3,0,.,3,1,3,15,,,,6,2004,3,1,2,,0,0,3,305,,,1,,,,,,,,1,1,,4,1,2,,4,,,3,6,,,,,,,,,,,,,,,5
0551-001,2,4,4055100104,1,0,3,0,.,4,2,3,8,,1,1,8,2011,99,1,,,3,7,3,206,,,1,,,,,,,,1,1,,4,1,2,,4,,,,,,,,,,,,,,,,,,,5
0551-001,2,4,3043400108,1,1,3,0,.,5,1,3,5,1,1,1,9,2014,5,1,,,3,7,3,206,,,1,,,,,,,,1,1,,4,1,2,,4,,,,,,,,,,,,,,,,,,,5
0552-006,2,2,3043400601,1,1,12,0,.,1,1,1,53,,,,10,1965,8,1,1,1,0,7,1,,,,1,,,,,,,,98,,33,4,98,,42,1,15,MANG'ANJA,4,5,,,,,,,,,,,,,,,15
0552-006,2,2,3043400603,1,1,12,0,.,3,2,3,30,,,,11,1989,18,1,1,1,0,0,3,315,,,1,,,,,,,,1,1,,4,98,,30,2,,,4,1,2,,3,2,,,,,,,,,1,1,15
0552-006,2,2,109600106,1,1,12,0,.,4,2,3,25,,,,8,1994,6,1,1,1,4,0,2,,,,1,,,,,,,,1,1,,4,98,,25,2,,,4,1,2,,3,2,,,,,,,,,1,1,15
0552-006,2,2,3043400605,1,1,12,0,.,5,1,3,34,,,,1,1985,12,1,2,,0,7,1,,,,1,,,,,,,,1,1,,4,98,,33,2,,,1,6,,,,,,,,,,,,,,,15
0552-006,2,2,3043400606,1,1,12,0,.,6,1,4,19,,,,11,1999,11,1,1,1,0,7,3,314,,,1,,,,,,,,97,,,1,97,,,2,,,3,6,,,,,,,,,,,,,,,15
0552-006,2,2,3043400607,1,1,12,0,.,7,2,3,12,,1,1,7,2007,7,1,2,,8,0,1,,,,1,,,,,,,,97,,,1,97,,,2,,,4,6,,,,,,,,,,,,,,,15
0552-006,2,2,3043400608,1,1,12,0,.,8,1,4,9,,1,1,1,2010,16,1,,,0,7,1,,,,1,,,,,,,,97,,,4,97,,,3,,,,,,,,,,,,,,,,,,,15
0552-006,2,2,3043400609,1,1,12,0,.,9,1,4,7,,1,1,5,2012,17,1,,,0,7,1,,,,1,,,,,,,,97,,,4,97,,,3,,,,,,,,,,,,,,,,,,,15
0552-006,2,2,3043400610,1,1,12,0,.,10,1,4,4,7,1,1,9,2014,15,1,,,0,7,1,,,,1,,,,,,,,97,,,1,97,,,1,,,,,,,,,,,,,,,,,,,15
0552-006,2,2,3043400611,1,1,12,0,.,11,2,4,35,,,,4,1984,9,1,1,1,0,7,1,,,,1,,,,,,,,98,,18,4,98,,1,1,,,3,1,2,,2,2,,,,,,,,,1,1,15
0552-006,2,2,3043400612,1,1,12,0,.,12,2,4,7,,1,1,1,2012,14,1,,,0,7,1,,,,1,,,,,,,,97,,,6,1,11,,3,,,,,,,,,,,,,,,,,,,15
0552-006,2,2,3043400613,1,1,12,0,.,13,2,4,4,9,1,1,7,2014,10,1,,,0,7,3,315,,,1,,,,,,,,97,,,6,1,11,,3,,,,,,,,,,,,,,,,,,,15
0552-006,2,2,4055200614,1,0,12,0,.,14,2,3,27,,,,10,1992,99,1,1,1,0,7,1,,,,1,,,,,,,,1,1,,2,98,,27,2,,,3,1,2,,2,2,,,,,,,,,1,1,15
0552-006,2,2,4055200615,1,0,12,0,.,15,1,4,4,4,1,1,4,2014,99,1,,,0,7,3,210,,,1,,,,,,,,97,,,4,1,14,,3,,,,,,,,,,,,,,,,,,,15
0552-006,2,2,4055200616,1,0,12,0,.,16,1,3,37,,,,3,1982,99,1,1,1,0,7,1,,,,1,,,,,,,,1,1,,2,98,,37,1,,,3,1,2,,3,2,,,,,,,,,1,1,15
0553-001,2,2,109603,1,1,3,0,.,1,1,1,34,,,,7,1985,1,1,1,1,0,7,3,315,,,2,8,2,,6,315,,,98,,15,1,98,,23,1,1,,3,1,1,,3,1,2,2010,,,,,,,,,5
0553-001,2,2,109600302,1,1,3,0,.,2,2,2,31,,,,4,1988,2,1,2,,0,7,3,308,,,2,8,4,,3,308,,,97,,,1,97,,,1,,,3,1,1,,3,1,1,2010,,,,,,,,,5
0553-001,2,2,109600303,1,1,3,0,.,3,2,3,8,,2,,7,2011,3,1,,,0,7,1,,,,1,,,,,,,,1,1,,4,1,2,,4,,,,,,,,,,,,,,,,,,,5
0553-001,2,2,4055300104,1,0,3,0,.,4,2,3,1,1,1,1,6,2018,99,1,,,0,7,1,,,,1,,,,,,,,1,1,,4,1,2,,4,,,,,,,,,,,,,,,,,,,5
0553-001,2,2,4055300105,1,0,3,0,.,5,2,3,1,1,1,1,6,2018,99,1,,,0,7,1,,,,1,,,,,,,,1,1,,4,1,2,,1,,,,,,,,,,,,,,,,,,,5
0554-002,2,4,109604,1,1,3,0,.,1,2,1,27,,,,3,1992,2,1,1,1,0,7,6,315,,,2,13,2,,6,315,,,98,,7,4,98,,7,2,2,,3,1,2,,3,2,,,,,,,,,1,1,3
0554-002,2,4,109600403,1,1,3,0,.,2,2,3,6,,1,1,3,2013,3,1,,,0,7,2,,,,1,,,,,,,,97,,,4,1,1,,4,,,,,,,,,,,,,,,,,,,3
0554-002,2,4,3043600105,1,1,3,0,.,3,1,3,4,0,1,1,10,2015,4,1,,,0,7,2,,,,1,,,,,,,,97,,,4,1,1,,4,,,,,,,,,,,,,,,,,,,3
0555-004,2,2,3043600401,1,1,6,0,.,1,1,1,50,,,,2,1969,8,1,1,1,0,7,2,,,,2,2,10,,2,,,,98,,32,1,97,,,1,1,,3,1,2,,3,1,2,1994,,,,,,,,,6
0555-004,2,2,3043600402,1,1,6,0,.,2,2,2,42,,,,12,1977,7,1,2,,0,7,2,,,,2,2,4,,2,,,,97,,,1,97,,,1,,,3,1,2,,3,1,1,1994,,,,,,,,,6
0555-004,2,2,109600404,1,1,6,0,.,3,2,3,16,,,,8,2003,4,1,2,,0,7,2,,,,2,2,1,,2,,,,1,1,,1,1,2,,1,,,3,6,,,,,,,,,,,,,,,6
0555-004,2,2,3043600405,1,1,6,0,.,4,2,3,8,,2,,3,2011,10,1,,,0,7,2,,,,2,2,1,,2,,,,1,1,,1,1,2,,1,,,,,,,,,,,,,,,,,,,6
0555-004,2,2,3043600406,1,1,6,0,.,5,2,3,3,0,2,,7,2016,9,1,,,0,7,2,,,,2,2,1,,2,,,,1,1,,1,1,2,,1,,,,,,,,,,,,,,,,,,,6
0555-004,2,2,3043600407,1,1,6,0,.,6,1,4,3,3,1,1,4,2016,6,1,,,0,7,2,,,,2,2,2,,2,,,,97,,,1,97,,,1,,,,,,,,,,,,,,,,,,,6
0555-005,2,4,4055500501,1,0,1,0,.,1,1,1,26,,,,9,1993,99,1,1,1,4,7,2,,,,1,,,,,,,,97,,,1,97,,,1,1,,3,1,2,,3,1,2,2018,,,,,,,,,2
0555-005,2,4,3043600403,1,1,1,0,.,2,2,2,25,,,,2,1994,5,1,1,1,0,7,2,,,,2,1,4,,2,,,,97,,,1,97,,,1,,,3,1,2,,3,1,1,2019,,,,,,,,,2
0556-001,1,1,109701,1,1,5,0,.,1,1,1,58,,,,12,1961,1,1,2,,1,6,3,301,,,2,17,10,,3,301,,,98,,39,1,98,,57,1,1,,4,2,1,,3,1,2,2002,2,,,,,,1,1,5
0556-001,1,1,109702,1,1,5,0,.,2,2,2,36,,,,12,1983,2,1,2,,0,7,3,202,,,2,20,2,,2,,,,97,,,1,97,,,1,,,4,1,1,,3,1,1,2002,,,,,,,,,5
0556-001,1,1,109703,1,1,5,0,.,3,2,3,15,,,,10,2003,3,1,2,,0,7,1,,,,1,,,,,,,,1,1,,1,1,2,,1,,,4,6,,,,,,,,,,,,,,,5
0556-001,1,1,109704,1,1,5,0,.,4,2,3,11,,2,,6,2007,4,1,2,,0,7,1,,,,1,,,,,,,,1,1,,1,1,2,,1,,,,,,,,,,,,,,,,,,,5
0556-001,1,1,109705,1,1,5,0,.,5,2,3,9,,2,,7,2009,5,1,,,4,0,1,,,,1,,,,,,,,1,1,,1,1,2,,1,,,,,,,,,,,,,,,,,,,5
0557-006,1,1,109706,1,1,2,0,.,1,1,1,27,,,,3,1992,6,1,2,,0,4,6,201,,,1,,,,,,,,98,,10,1,97,,,1,1,,3,1,1,,2,1,2,2013,,,,,,,,,4
0557-006,1,1,3043700602,1,1,2,0,.,2,2,2,22,,,,6,1996,7,1,2,,0,7,2,,,,1,,,,,,,,97,,,1,97,,,1,,,3,1,1,,3,1,1,2013,,,,,,,,,4
0557-006,1,1,4055700604,1,0,2,0,.,4,2,3,2,3,1,1,2,2017,99,1,,,0,7,1,,,,1,,,,,,,,1,1,,1,1,2,,1,,,,,,,,,,,,,,,,,,,4
0557-006,1,1,4055700605,0,0,2,0,.,5,1,3,5,2,1,1,6,2014,99,2,,,8,7,2,,,,1,,,,,,,,1,1,,1,1,2,,1,,,,,,,,,,,,,,,,,,,4
0558-001,2,2,109801,1,1,1,0,.,1,1,1,42,,,,1,1977,1,1,1,1,0,7,2,,,,2,2,9,,2,,,,98,,40,1,97,,,1,1,,3,1,1,,3,1,2,2016,,,,,,,,,4
0558-001,2,2,4055800102,1,0,1,0,.,2,2,2,33,,,,7,1986,99,1,1,1,0,7,2,,,,2,2,4,,2,,,,98,,24,1,97,,,1,,,3,1,1,,3,1,1,2016,,,,,,,,,4
0558-001,2,2,4055800103,1,0,1,0,.,3,1,3,4,11,2,,6,2014,99,1,,,0,7,2,,,,2,2,1,,2,,,,97,,,1,1,2,,1,,,,,,,,,,,,,,,,,,,4
0558-001,2,2,4055800104,1,0,1,0,.,4,2,3,1,1,1,2,4,2018,99,1,,,0,7,1,,,,1,,,,,,,,1,1,,3,1,2,,1,,,,,,,,,,,,,,,,,,,4
0558-002,2,2,109802,1,1,3,0,.,1,2,1,37,,,,9,1981,2,1,2,,0,7,1,,,,2,2,6,,2,,,,97,,,1,97,,,1,1,,3,4,,,,,,,,,,,,,,,4
0558-002,2,2,109803,1,1,3,0,.,2,1,3,17,,,,10,2001,3,1,2,,0,7,2,,,,2,2,1,,2,,,,97,,,1,1,1,,1,,,3,6,,,,,,,,,,,,,,,4
0558-002,2,2,109805,1,1,3,0,.,3,1,3,9,,1,1,5,2010,5,1,,,0,7,2,,,,2,2,1,,2,,,,97,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,4
0558-002,2,2,4055800204,1,0,3,0,.,4,2,3,2,2,1,1,3,2017,99,1,,,0,7,2,,,,2,2,1,,2,,,,97,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,4
0558-004,2,2,4055800401,1,0,1,0,.,1,2,1,61,,,,2,1958,99,1,2,,0,7,2,,,,1,,,,,,,,98,,25,1,98,,58,1,1,,3,5,,,,,,,,,,,,,,,5
0558-004,2,2,4055800402,1,0,1,0,.,2,1,5,15,,,,3,2004,99,1,2,,0,7,2,,,,1,,,,,,,,97,,,1,97,,,1,,,3,6,,,,,,,,,,,,,,,5
0558-004,2,2,109804,1,1,1,0,.,3,1,5,14,,,,4,2005,4,1,2,,0,7,2,,,,1,,,,,,,,97,,,1,97,,,1,,,3,6,,,,,,,,,,,,,,,5
0558-004,2,2,4055800404,1,0,1,0,.,4,2,5,14,,,,3,2005,99,1,2,,0,7,2,,,,1,,,,,,,,97,,,1,97,,,1,,,4,6,,,,,,,,,,,,,,,5
0558-004,2,2,4055800405,1,0,1,0,.,5,2,5,16,,,,3,2003,99,1,2,,0,7,2,,,,1,,,,,,,,98,,10,1,97,,,1,,,3,6,,,,,,,,,,,,,,,5
0559-001,1,1,109901,1,1,4,0,.,1,2,1,51,,,,2,1968,1,1,2,,2,0,1,,,,1,,,,,,,,98,,18,1,98,,25,1,1,,3,4,,,,,,,,,,,,,,,5
0559-001,1,1,3043900103,1,1,4,0,.,3,1,3,27,,,,1,1992,5,1,2,,4,7,1,,,,2,12,2,,2,,,,98,,10,1,97,,,1,,,3,1,1,,2,1,4,2014,,,,,,,,,5
0559-001,1,1,3043900104,1,1,4,0,.,4,2,8,22,,,,11,1997,4,1,2,,0,7,2,,,,2,5,4,,2,,,,97,,,1,98,,17,1,,,3,1,1,,3,1,3,2014,,,,,,,,,5
0559-001,1,1,3043900105,1,1,4,0,.,5,1,3,3,7,2,,10,2015,3,1,,,0,7,1,,,,1,,,,,,,,1,3,,1,1,4,,1,,,,,,,,,,,,,,,,,,,5
0559-001,1,1,4055900106,0,0,4,0,.,6,2,3,0,1,1,1,8,2019,99,2,,,0,7,1,,,,1,,,,,,,,1,3,,1,1,4,,1,,,,,,,,,,,,,,,,,,,5
0559-002,1,3,4055900201,1,0,1,0,.,1,1,1,25,,,,10,1994,99,1,1,1,3,7,3,204,,,1,,,,,,,,97,,,1,97,,,1,1,,3,1,1,,2,1,2,2018,,,,,,,,,2
0559-002,1,3,109902,1,1,1,0,.,2,2,2,19,,,,8,2000,2,1,2,,0,7,3,205,,,2,1,4,,3,205,,,98,,18,1,97,,,1,,,3,1,1,,3,1,1,2018,,,,,,,,,2
0560-001,2,2,3044000101,1,1,4,0,.,1,1,1,38,,,,7,1981,9,1,1,1,0,7,1,,,,1,,,,,,,,97,,,5,98,,8,4,1,,3,1,2,,3,1,2,1997,,,,,,,,,5
0560-001,2,2,110001,1,1,4,0,.,2,2,2,36,,,,1,1983,1,1,1,1,0,7,3,204,,,1,,,,,,,,98,,35,6,97,,,2,,,3,1,2,,3,1,1,1997,,,,,,,,,5
0560-001,2,2,110000102,1,1,4,0,.,3,2,3,17,,,,8,2001,2,1,1,1,0,7,2,,,,1,,,,,,,,1,1,,6,1,2,,4,,,3,6,,,,,,,,,,,,,,,5
0560-001,2,2,3044000104,1,1,4,0,.,4,1,3,5,2,2,,5,2014,8,1,,,0,7,2,,,,1,,,,,,,,1,1,,6,1,2,,4,,,,,,,,,,,,,,,,,,,5
0560-001,2,2,4056000110,1,0,4,0,.,10,2,3,0,4,1,1,3,2019,99,1,,,0,7,1,,,,1,,,,,,,,97,,,10,1,3,,3,,,,,,,,,,,,,,,,,,,5
0560-004,2,4,4056000401,1,0,1,0,.,1,1,1,32,,,,4,1987,99,1,1,1,0,7,3,305,,,2,11,9,,3,205,,,97,,,6,98,,28,5,1,,3,1,1,,3,1,2,2017,,,,,,,,,4
0560-004,2,4,110002,1,1,1,0,.,2,2,2,27,,,,10,1992,4,1,1,1,0,7,3,203,,,1,,,,,,,,98,,10,5,97,,,4,,,3,1,1,,3,1,1,2017,,,,,,,,,4
0560-004,2,4,4056000403,1,0,1,0,.,3,2,3,2,7,2,,3,2017,99,1,,,0,7,1,,,,1,,,,,,,,1,1,,6,1,2,,7,,,,,,,,,,,,,,,,,,,4
0560-004,2,4,4056000404,1,0,1,0,.,4,1,5,27,,,,3,1992,99,1,1,1,0,7,3,311,,,2,3,2,,3,311,,,98,,5,2,98,,7,2,,,3,6,,,,,,,,,,,,,,,4
0560-005,2,4,110000105,1,1,1,0,.,1,1,5,24,,,,10,1995,5,1,1,1,0,7,3,203,,,1,,,,,,,,97,,,1,97,,,1,,,3,6,,,,,,,,,,,,,,,3
0560-005,2,4,4056000502,1,0,1,0,.,2,1,1,52,,,,1,1967,99,1,1,1,0,7,3,204,,,1,,,,,,,,98,,41,1,98,,42,1,1,,3,1,1,,3,2,,,,,,,,,1,1,3
0560-005,2,4,4056000504,1,0,1,0,.,4,1,3,23,,,,1,1996,99,1,2,,0,7,1,,,,1,,,,,,,,1,2,,5,97,,,5,,,3,6,,,,,,,,,,,,,,,3
0560-006,2,4,110000106,1,1,1,0,.,1,1,3,20,,,,9,1999,6,1,2,,0,7,3,203,,,1,,,,,,,,97,,,1,1,2,,5,,,3,6,,,,,,,,,,,,,,,3
0560-006,2,4,4056000602,1,0,1,0,.,2,2,1,40,,,,1,1979,99,1,2,,0,7,3,203,,,2,19,9,,3,203,,,97,,,1,97,,,1,1,,3,3,,,,,,,,,,,,,,,3
0560-006,2,4,4056000603,1,0,1,0,.,3,1,3,7,,2,,5,2012,99,1,,,0,7,1,,,,1,,,,,,,,97,,,1,1,2,,4,,,,,,,,,,,,,,,,,,,3
0560-007,2,4,4056000701,1,0,1,0,.,1,2,1,71,,,,10,1948,99,1,2,,0,3,2,,,,1,,,,,,,,98,,10,1,98,,9,1,1,,3,5,,,,,,,,,,,,,,,3
0560-007,2,4,4056000702,1,0,1,0,.,2,2,4,9,,2,,4,2010,99,1,,,0,7,3,201,,,1,,,,,,,,98,,6,1,97,,,1,,,,,,,,,,,,,,,,,,,3
0560-007,2,4,3044000109,1,1,1,0,.,3,1,4,17,,,,6,2002,7,1,2,,0,0,1,,,,1,,,,,,,,97,,,4,97,,,2,,,3,6,,,,,,,,,,,,,,,3
0561-001,2,4,110003,1,1,4,0,.,1,2,1,38,,,,7,1981,1,1,1,1,0,7,3,208,,,2,22,9,,3,208,,,98,,11,1,98,,2,1,1,,3,3,,,,,,,,,,,,,,,4
0561-001,2,4,110000304,1,1,4,0,.,4,2,3,11,,2,,8,2008,4,1,2,,0,7,1,,,,1,,,,,,,,98,,8,1,1,1,,1,,,,,,,,,,,,,,,,,,,4
0561-001,2,4,110000305,1,1,4,0,.,5,2,3,8,,2,,3,2011,5,1,,,0,7,1,,,,1,,,,,,,,98,,5,1,1,1,,1,,,,,,,,,,,,,,,,,,,4
0561-001,2,4,3044100106,1,1,4,0,.,6,1,3,4,5,2,,3,2015,6,1,,,0,7,1,,,,1,,,,,,,,98,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,4
0561-002,2,4,4056100201,1,0,1,0,.,1,1,1,22,,,,6,1997,99,1,1,1,6,0,1,,,,1,,,,,,,,97,,,1,97,,,1,1,,3,1,2,,2,1,2,2018,,,,,,,,,3
0561-002,2,4,110000302,1,1,1,0,.,2,2,2,18,,,,7,2001,2,1,2,,0,7,2,,,,1,,,,,,,,97,,,4,97,,,1,,,3,1,1,,3,1,1,2018,,,,,,,,,3
0561-002,2,4,4056100203,1,0,1,0,.,3,1,3,0,1,1,1,9,2019,99,1,,,0,7,1,,,,1,,,,,,,,1,1,,4,1,2,,4,,,,,,,,,,,,,,,,,,,3
0561-003,2,4,4056100301,1,0,1,0,.,1,1,1,47,,,,8,1972,99,1,1,1,0,7,1,,,,2,20,9,,2,,,,98,,12,1,98,,23,1,1,,3,1,1,,3,1,2,2017,,,,,,,,,4
0561-003,2,4,4056100302,1,0,1,0,.,2,2,2,22,,,,4,1997,99,1,2,,0,7,2,,,,1,,,,,,,,97,,,1,97,,,1,,,3,1,1,,3,1,1,2017,,,,,,,,,4
0561-003,2,4,110000303,1,1,1,0,.,3,1,3,15,,,,5,2004,3,1,2,,0,7,1,,,,1,,,,,,,,1,1,,3,97,,,2,,,1,6,,,,,,,,,,,,,,,4
0561-003,2,4,4056100304,1,0,1,0,.,4,2,3,1,10,1,1,1,2018,99,1,,,0,7,1,,,,1,,,,,,,,1,1,,1,1,2,,1,,,,,,,,,,,,,,,,,,,4
0562-001,1,1,110100101,1,1,3,0,.,1,1,1,72,,,,12,1947,1,1,2,,0,7,3,207,,,1,,,,,,,,98,,15,1,98,,40,1,14,,3,1,2,,1,1,2,1973,,,,,,,,,3
0562-001,1,1,110100102,1,1,3,0,.,2,2,2,62,,,,12,1957,2,1,2,,0,7,3,207,,,1,,,,,,,,98,,9,1,98,,42,1,,,3,1,1,,1,1,1,1973,,,,,,,,,3
0562-001,1,1,110100104,1,1,3,0,.,4,2,3,16,,,,8,2002,4,,2,,0,7,1,,,,1,,,,,,,,1,1,,1,1,2,,1,,,3,6,,,,,,,,,,,,,,,3
0562-003,1,1,110101,1,1,1,0,.,1,1,1,29,,,,12,1989,3,1,1,1,0,5,3,207,,,2,0,8,,3,301,,,97,,,10,97,,,1,1,,3,1,1,,2,1,2,2016,,,,,,,,,5
0562-003,1,1,4056200302,1,0,1,0,.,2,2,2,23,,,,3,1996,99,1,1,1,0,7,3,307,,,2,0,4,,3,301,,,98,,8,3,97,,,3,,,3,1,1,,3,1,1,2016,,,,,,,,,5
0562-003,1,1,4056200303,1,0,1,0,.,3,1,3,1,11,1,1,7,2017,99,1,,,0,7,2,,,,2,0,1,,3,301,,,1,1,,4,1,2,,4,,,,,,,,,,,,,,,,,,,5
0562-003,1,1,4056200304,1,0,1,0,.,4,2,5,14,,,,9,2004,99,1,2,,0,7,2,,,,2,0,2,,3,301,,,97,,,3,97,,,3,,,3,6,,,,,,,,,,,,,,,5
0562-003,1,1,4056200305,1,0,1,0,.,5,2,9,11,,2,,7,2007,99,1,2,,0,7,3,201,,,2,0,2,,3,301,,,97,,,4,97,,,3,,,,,,,,,,,,,,,,,,,5
0562-005,1,1,110100105,1,1,1,0,.,1,1,1,30,,,,5,1989,5,1,2,,0,7,1,,,,1,,,,,,,,97,,,1,97,,,1,1,,3,1,2,,1,1,2,2016,,,,,,,,,2
0562-005,1,1,4056200502,1,0,1,0,.,2,2,2,20,,,,10,1998,99,1,2,,0,0,3,203,,,1,,,,,,,,97,,,1,97,,,1,,,3,1,1,,3,1,1,2016,,,,,,,,,2
0563-001,1,1,110102,1,1,1,0,.,1,1,1,25,,,,10,1993,1,1,1,2,0,7,6,315,,,2,19,1,,6,315,,,98,,7,6,97,,,2,1,,3,6,,,,,,,,,,,,,,,1
0564-001,1,1,110103,1,1,5,0,.,1,1,1,26,,,,5,1993,1,1,1,1,0,7,2,,,,1,,,,,,,,97,,,1,97,,,1,1,,3,1,1,,3,1,2,2010,,,,,,,,,5
0564-001,1,1,110100302,1,1,5,0,.,2,2,2,28,,,,8,1991,2,1,2,,0,7,1,,,,1,,,,,,,,97,,,1,97,,,1,,,3,1,1,,2,1,1,2010,,,,,,,,,5
0564-001,1,1,110100303,1,1,5,0,.,3,1,3,12,,2,,7,2007,3,1,2,,0,7,2,,,,1,,,,,,,,1,1,,1,1,2,,1,,,3,6,,,,,,,,,,,,,,,5
0564-001,1,1,110100304,1,1,5,0,.,4,2,3,7,,1,2,4,2012,4,1,,,3,0,1,,,,1,,,,,,,,97,,,1,1,2,,1,,,,,,,,,,,,,,,,,,,5
0564-001,1,1,3044400105,1,1,5,0,.,5,1,3,4,3,1,1,8,2015,5,1,,,0,7,1,,,,1,,,,,,,,1,1,,1,1,2,,1,,,,,,,,,,,,,,,,,,,5
0565-001,2,2,110201,1,1,4,0,.,1,1,1,33,,,,8,1985,1,1,1,1,0,7,2,,,,1,,,,,,,,98,,25,1,97,,,1,14,,3,1,3,ALL MOVE TO DIFFERENT  VILLAGE,3,1,2,2003,,,,,,,,,4
0565-001,2,2,3044500102,1,1,4,0,.,2,2,2,30,,,,1,1989,3,1,1,1,0,7,2,,,,1,,,,,,,,98,,20,1,97,,,1,,,3,1,3,MOVE TO DIFFERENT  VILLAGE,3,1,1,2003,,,,,,,,,4
0565-001,2,2,3044500104,1,1,4,0,.,4,1,3,14,,,,6,2005,2,1,2,,0,7,1,,,,1,,,,,,,,1,1,,4,1,2,,1,,,3,6,,,,,,,,,,,,,,,4
0565-001,2,2,3044500105,1,1,4,0,.,5,2,3,11,,1,1,4,2008,5,1,2,,0,7,1,,,,1,,,,,,,,1,1,,4,1,2,,1,,,,,,,,,,,,,,,,,,,4
0566-001,2,2,110200501,1,1,6,0,.,1,1,1,47,,,,1,1972,1,1,2,,1,7,2,,,,1,,,,,,,,98,,25,1,97,,,1,1,,3,1,2,,1,1,2,1993,,,,,,,,,7
0566-001,2,2,110200502,1,1,6,0,.,2,2,2,42,,,,11,1976,2,1,2,,0,7,2,,,,1,,,,,,,,98,,35,1,1,9,,1,,,3,1,2,,3,1,1,1993,,,,,,,,,7
0566-001,2,2,110200505,1,1,6,0,.,4,2,3,17,,,,1,2002,5,1,2,,0,7,1,,,,1,,,,,,,,1,1,,1,1,2,,1,,,3,6,,,,,,,,,,,,,,,7
0566-001,2,2,110200507,1,1,6,0,.,6,2,3,6,,1,1,5,2012,7,1,,,0,7,1,,,,1,,,,,,,,1,1,,1,1,2,,1,,,,,,,,,,,,,,,,,,,7
0566-001,2,2,3044600108,1,1,6,0,.,7,2,3,20,,,,4,1999,8,1,1,1,0,7,5,,,,1,,,,,,,,1,1,,1,1,2,,1,,,3,6,,,,,,,,,,,,,,,7
0566-001,2,2,3044600110,1,1,6,0,.,9,2,4,67,,,,6,1952,9,1,2,,2,7,2,,,,1,,,,,,,,98,,6,1,98,,15,1,,,3,5,,,,,,,,,,,,,,,7
0566-001,2,2,4056600110,1,0,6,0,.,10,1,4,2,10,1,1,8,2016,99,1,,,0,7,1,,,,1,,,,,,,,97,,,1,1,7,,1,,,,,,,,,,,,,,,,,,,7
0566-010,2,2,4056601001,1,0,1,0,.,1,1,1,20,,,,5,1999,99,1,2,,7,7,2,,,,1,,,,,,,,97,,,1,97,,,2,1,,3,1,2,,3,1,2,2018,,,,,,,,,3
0566-010,2,2,3044600109,1,1,1,0,.,2,2,2,15,,,,5,2004,10,1,2,,7,7,2,,,,1,,,,,,,,97,,,1,97,,,1,,,3,1,2,,3,1,1,2018,,,,,,,,,3
0566-010,2,2,4056601003,1,0,1,0,.,3,1,3,1,0,1,1,6,2018,99,1,,,7,0,2,,,,1,,,,,,,,1,1,,2,1,2,,1,,,,,,,,,,,,,,,,,,,3
0567-004,2,2,3044600401,1,1,3,0,.,1,1,1,30,,,,11,1988,5,1,1,1,0,7,3,105,,,2,3,11,,5,,,,97,,,1,97,,,1,4,,3,1,2,,2,1,2,2014,,,,,,,,,5
0567-004,2,2,110200504,1,1,3,0,.,2,2,2,21,,,,7,1997,4,1,1,1,0,7,3,208,,,2,5,4,,3,208,,,97,,,2,97,,,1,,,3,1,2,,3,1,1,2014,,,,,,,,,5
0567-004,2,2,3044600403,1,1,3,0,.,3,2,3,4,3,1,1,2,2015,6,1,,,0,7,3,105,,,2,3,1,,3,105,,,1,1,,2,1,2,,3,,,,,,,,,,,,,,,,,,,5
0567-004,2,2,4056700404,1,0,3,0,.,4,2,3,1,0,1,1,1,2018,99,1,,,0,7,1,,,,1,,,,,,,,1,1,,2,1,2,,3,,,,,,,,,,,,,,,,,,,5
0567-004,2,2,4056700405,1,0,3,0,.,5,2,9,10,,1,1,1,2009,99,1,2,,0,7,3,208,,,2,2,2,,3,208,,,97,,,1,97,,,1,,,,,,,,,,,,,,,,,,,5
